Student_ID,Name,Age,Gender,City,Course,Study_Hours,Attendance,Assignments_Completed,Midterm_Score,Final_Score,Projects,Internship,Backlogs,Placement
1111,Rahul,19,Male,Pune,B.Tech,4.5,74,5,53,49,2,No,4,No
1112,Arjun,23,Male,Noida,M.Tech,6.0,80,11,72,65,2,No,0,Yes
1113,Sanya,22,Female,Delhi,BCA,5.1,84,8,58,52,3,No,2,Yes
1114,Anushka,22,Female,Pune,B.Tech,4.5,73,8,45,45,2,No,2,No
1115,Aadhya,21,Female,Delhi,B.Tech,9.4,91,15,85,86,3,No,0,Yes
1116,Aadhya,24,Female,Shimla,MCA,5.8,80,11,57,53,2,No,3,No
1117,Neha,22,Female,Shimla,MCA,10.0,91,18,86,91,4,No,0,Yes
1118,Kabir,19,Male,Ahmedabad,BCA,5.0,79,8,61,54,3,No,4,No
1119,Aadhya,22,Female,Solan,B.Tech,3.9,70,7,50,47,1,No,1,No
1120,Isha,25,Female,Mumbai,MCA,8.4,86,16,74,75,4,No,0,No
1121,Ananya,18,Female,Gurugram,B.Tech,5.4,75,10,60,55,4,No,1,No
1122,Meera,22,Female,Gurugram,BCA,6.7,79,13,58,58,4,No,0,No
1123,Aditya,22,Male,Ahmedabad,B.Sc,4.5,80,7,55,51,1,No,1,No
1124,Rohan,21,Male,Chennai,BCA,6.4,84,12,64,58,2,No,0,Yes
1125,Shaurya,18,Male,Ahmedabad,B.Sc,4.4,78,8,44,43,1,No,2,No
1126,Rahul,21,Male,Bangalore,MCA,6.4,85,10,61,63,3,Yes,0,Yes
1127,Kavya,19,Female,Bangalore,B.Sc,5.8,80,9,61,58,2,Yes,0,No
1128,Neha,19,Female,Gurugram,BCA,6.8,84,14,71,61,3,No,1,No
1129,Vansh,18,Male,Jaipur,B.Tech,7.4,89,16,73,66,4,Yes,0,No
1130,Dhruv,18,Male,Noida,B.Tech,6.9,89,13,69,66,3,No,0,Yes
1131,Kabir,19,Male,Hyderabad,B.Tech,7.2,81,12,72,66,3,No,0,No
1132,Vansh,21,Male,Ahmedabad,BCA,6.3,90,13,69,66,3,No,0,No
1133,Rohan,21,Male,Delhi,BCA,5.8,76,11,63,57,2,No,0,No
1134,Aditya,21,Male,Shimla,B.Tech,7.2,84,13,72,70,2,No,1,No
1135,Simran,21,Female,Ahmedabad,B.Tech,6.3,82,14,61,64,3,No,0,No
1136,Kabir,19,Male,Mumbai,B.Tech,6.4,83,10,68,63,2,No,1,No
1137,Arjun,20,Male,Chennai,BCA,7.1,91,14,76,67,4,No,0,No
1138,Anushka,22,Female,Jaipur,BCA,5.0,81,8,63,56,1,No,1,No
1139,Aditya,22,Male,Ahmedabad,BCA,8.6,91,15,77,77,4,Yes,0,Yes
1140,Meera,22,Female,Shimla,B.Sc,6.1,84,15,63,60,3,No,0,No
1141,Priya,22,Female,Gurugram,B.Sc,6.7,84,13,71,70,4,No,1,Yes
1142,Arjun,19,Male,Jaipur,BCA,6.4,80,14,67,59,3,No,1,No
1143,Ayaan,20,Male,Noida,B.Tech,7.5,88,14,71,72,4,No,0,Yes
1144,Reyansh,19,Male,Mumbai,BCA,7.0,85,13,66,62,4,Yes,0,Yes
1145,Ishaan,20,Male,Noida,BCA,6.4,80,11,62,64,3,No,1,No
1146,Vivaan,19,Male,Gurugram,B.Tech,8.7,94,17,81,73,4,No,0,Yes
1147,Anika,21,Female,Shimla,M.Tech,3.0,70,5,40,41,3,No,2,No
1148,Vansh,20,Male,Ahmedabad,BCA,8.4,86,15,78,75,3,No,0,No
1149,Dhruv,22,Male,Kolkata,B.Sc,7.9,85,14,67,64,5,Yes,1,No
1150,Vansh,20,Male,Solan,BCA,3.7,75,7,45,43,2,No,4,No
1151,Anika,21,Female,Bangalore,B.Tech,7.9,91,14,77,75,4,No,0,Yes
1152,Aarav,20,Male,Hyderabad,B.Tech,8.1,90,15,73,74,4,Yes,0,Yes
1153,Arjun,21,Male,Ahmedabad,B.Sc,7.3,87,13,70,70,4,Yes,0,Yes
1154,Kabir,21,Male,Kolkata,B.Tech,4.2,72,5,49,44,1,No,1,No
1155,Meera,18,Female,Kolkata,B.Tech,7.5,87,14,81,74,3,Yes,0,Yes
1156,Dhruv,23,Male,Pune,M.Tech,8.0,87,14,70,67,3,No,0,No
1157,Priya,18,Female,Chennai,BCA,5.6,79,5,61,56,4,No,0,Yes
1158,Sanya,22,Female,Mumbai,B.Tech,7.2,85,11,66,63,3,Yes,2,No
1159,Aditya,20,Male,Pune,B.Tech,6.0,79,10,57,55,4,No,1,No
1160,Isha,19,Female,Kolkata,BCA,7.8,90,16,71,70,3,No,1,Yes
1161,Ishaan,19,Male,Mumbai,B.Tech,6.0,78,12,61,63,2,Yes,0,No
1162,Tara,19,Female,Pune,B.Tech,5.6,76,9,64,56,2,Yes,1,No
1163,Riya,21,Female,Ahmedabad,BCA,6.4,80,11,69,63,2,No,1,No
1164,Anushka,19,Female,Pune,B.Tech,4.5,78,10,52,46,3,No,1,No
1165,Dhruv,22,Male,Chandigarh,B.Sc,6.3,83,10,64,56,2,No,0,Yes
1166,Isha,20,Female,Bangalore,B.Sc,7.0,79,11,69,75,3,No,0,Yes
1167,Aarav,20,Male,Jaipur,B.Tech,7.8,89,15,75,69,5,No,0,Yes
1168,Ayaan,21,Male,Hyderabad,B.Tech,6.9,84,14,66,65,5,No,0,Yes
1169,Aarav,21,Male,Jaipur,BCA,4.4,74,7,54,53,2,No,2,No
1170,Priya,21,Female,Gurugram,BCA,8.5,89,16,85,77,4,No,0,No
1171,Priya,22,Female,Chandigarh,B.Tech,8.7,86,16,82,82,3,Yes,0,Yes
1172,Kabir,20,Male,Bangalore,B.Tech,6.7,84,11,73,63,3,No,1,No
1173,Aarav,21,Male,Mumbai,M.Tech,5.4,75,11,56,50,4,No,1,No
1174,Arjun,21,Male,Gurugram,B.Tech,5.7,79,9,56,55,3,No,0,No
1175,Isha,22,Female,Mumbai,M.Tech,6.2,81,12,55,54,4,Yes,3,No
1176,Aditya,18,Male,Noida,B.Tech,6.9,86,13,61,65,4,No,0,No
1177,Ananya,18,Female,Jaipur,B.Tech,6.0,81,11,62,59,4,No,1,No
1178,Vivaan,21,Male,Chennai,BCA,5.2,80,9,60,56,4,No,0,Yes
1179,Aadhya,19,Female,Hyderabad,B.Tech,8.0,84,13,77,72,3,No,0,No
1180,Aditya,21,Male,Solan,B.Tech,6.9,84,12,69,62,4,No,1,No
1181,Reyansh,21,Male,Solan,B.Tech,4.9,79,8,53,45,2,No,2,No
1182,Dhruv,22,Male,Chennai,M.Tech,6.9,88,13,72,65,1,No,0,No
1183,Neha,18,Female,Shimla,BCA,6.7,80,10,61,58,3,No,1,No
1184,Isha,18,Female,Chennai,BCA,5.4,76,9,53,54,3,Yes,3,No
1185,Vansh,19,Male,Hyderabad,B.Sc,8.3,91,16,80,78,4,Yes,0,Yes
1186,Isha,18,Female,Shimla,B.Sc,6.7,88,11,64,58,3,No,2,No
1187,Simran,22,Female,Jaipur,B.Sc,6.2,83,12,61,57,3,No,0,Yes
1188,Riya,21,Female,Chandigarh,B.Tech,6.4,79,13,60,58,3,Yes,1,No
1189,Meera,22,Female,Chennai,B.Tech,7.2,82,11,69,75,5,No,0,Yes
1190,Rohan,22,Male,Chandigarh,B.Tech,6.4,83,10,68,63,3,No,0,No
1191,Arjun,22,Male,Jaipur,B.Tech,6.4,83,10,68,65,3,No,0,No
1192,Priya,20,Female,Chandigarh,B.Tech,8.1,88,15,73,69,3,No,0,No
1193,Anika,20,Female,Ahmedabad,B.Tech,4.4,72,8,50,48,1,No,3,No
1194,Priya,25,Female,Mumbai,M.Tech,4.6,79,6,58,55,1,Yes,1,No
1195,Shaurya,24,Male,Noida,M.Tech,7.7,86,13,71,69,3,Yes,0,Yes
1196,Rohan,22,Male,Chennai,B.Tech,10.0,97,18,85,88,5,No,0,Yes
1197,Anika,22,Female,Noida,B.Tech,7.8,82,14,69,70,4,No,0,Yes
1198,Simran,20,Female,Noida,B.Tech,9.3,96,19,82,82,4,Yes,0,Yes
1199,Anushka,22,Female,Solan,B.Tech,5.8,78,9,60,60,1,Yes,0,Yes
1200,Riya,21,Female,Chennai,B.Tech,5.5,83,10,61,53,2,No,3,No
1201,Anika,24,Female,Chandigarh,M.Tech,7.2,87,11,70,65,4,No,0,No
1202,Arjun,22,Male,Bangalore,B.Tech,7.9,83,14,69,69,3,No,0,Yes
1203,Aditya,21,Male,Chennai,B.Tech,4.5,76,8,49,44,2,No,4,No
1204,Priya,22,Female,Pune,B.Tech,6.2,87,12,68,54,2,Yes,3,No
1205,Ananya,23,Female,Chandigarh,M.Tech,6.5,81,11,66,60,3,No,0,Yes
1206,Vansh,25,Male,Kolkata,MCA,5.5,84,11,59,48,3,No,1,No
1207,Krishna,18,Male,Hyderabad,B.Sc,5.7,81,9,61,56,2,No,0,No
1208,Diya,20,Female,Delhi,BCA,7.8,91,13,80,77,4,Yes,0,Yes
1209,Vivaan,21,Male,Gurugram,B.Tech,7.2,86,13,70,67,4,No,0,Yes
1210,Ishaan,21,Male,Pune,B.Tech,7.7,87,17,73,71,5,No,0,Yes
1211,Anushka,20,Female,Shimla,BCA,7.0,90,10,77,70,2,Yes,0,Yes
1212,Ananya,18,Female,Pune,B.Sc,5.2,80,8,62,56,3,No,2,No
1213,Priya,20,Female,Kolkata,B.Tech,7.1,84,13,67,74,2,Yes,0,Yes
1214,Aditya,19,Male,Kolkata,B.Tech,5.1,79,11,61,53,3,No,2,No
1215,Neha,18,Female,Delhi,BCA,6.0,79,11,61,58,3,No,0,No
1216,Vivaan,20,Male,Hyderabad,B.Tech,4.9,77,8,51,45,1,No,4,No
1217,Krishna,19,Male,Noida,BCA,5.6,83,11,66,53,3,No,3,No
1218,Aadhya,22,Female,Ahmedabad,BCA,6.6,83,13,63,62,3,Yes,0,No
1219,Anika,18,Female,Shimla,B.Tech,5.8,78,9,58,58,2,Yes,0,Yes
1220,Sanya,22,Female,Pune,BCA,5.2,75,11,54,58,2,No,0,Yes
1221,Ananya,22,Female,Hyderabad,MCA,8.2,89,15,85,79,5,No,0,No
1222,Anika,21,Female,Bangalore,B.Tech,6.3,80,9,60,57,3,No,0,No
1223,Vivaan,21,Male,Kolkata,B.Tech,5.7,76,10,56,56,2,No,2,No
1224,Vansh,21,Male,Noida,B.Tech,4.9,74,8,53,54,2,No,3,No
1225,Reyansh,22,Male,Pune,B.Sc,3.7,76,9,51,40,1,No,2,No
1226,Ishaan,21,Male,Chandigarh,MCA,6.2,81,9,63,61,2,Yes,0,Yes
1227,Simran,22,Female,Pune,BCA,4.4,76,7,50,51,3,No,1,No
1228,Arjun,22,Male,Hyderabad,B.Tech,7.6,84,14,74,70,4,Yes,0,Yes
1229,Sanya,24,Female,Gurugram,M.Tech,6.5,81,15,70,61,3,No,1,No
1230,Riya,22,Female,Solan,B.Sc,8.8,89,19,73,77,4,Yes,0,Yes
1231,Simran,19,Female,Gurugram,BCA,6.8,83,12,64,58,4,No,0,No
1232,Kabir,20,Male,Mumbai,B.Tech,5.4,74,10,59,58,3,No,0,Yes
1233,Riya,20,Female,Hyderabad,B.Tech,3.7,76,8,44,45,1,No,2,No
1234,Kabir,20,Male,Chandigarh,B.Sc,7.7,87,12,73,69,3,No,0,No
1235,Ishaan,21,Male,Bangalore,BCA,4.6,77,8,59,56,2,No,1,No
1236,Isha,21,Female,Noida,BCA,5.9,83,13,65,62,2,No,1,No
1237,Reyansh,20,Male,Bangalore,B.Tech,9.0,94,16,85,87,5,No,0,Yes
1238,Dhruv,18,Male,Pune,BCA,7.4,84,16,74,68,2,Yes,0,Yes
1239,Sanya,23,Female,Bangalore,MCA,7.1,87,12,72,70,3,No,0,Yes
1240,Kabir,25,Male,Kolkata,M.Tech,7.9,89,14,74,73,2,No,0,Yes
1241,Anika,20,Female,Gurugram,B.Tech,7.9,89,14,79,73,4,No,1,Yes
1242,Sanya,20,Female,Solan,B.Sc,8.9,94,14,80,78,4,Yes,0,Yes
1243,Sanya,18,Female,Solan,BCA,5.6,82,12,60,57,4,No,0,No
1244,Aditya,24,Male,Jaipur,MCA,5.9,83,10,56,51,2,No,1,No
1245,Ayaan,21,Male,Jaipur,B.Sc,5.1,82,10,56,48,2,No,2,No
1246,Aadhya,25,Female,Delhi,M.Tech,6.5,83,11,66,59,2,No,0,No
1247,Vansh,23,Male,Chandigarh,M.Tech,6.3,82,14,64,58,3,Yes,0,Yes
1248,Sanya,19,Female,Noida,B.Tech,3.9,76,9,54,47,1,No,2,No
1249,Simran,22,Female,Bangalore,B.Sc,5.5,79,10,57,52,3,No,1,No
1250,Diya,21,Female,Bangalore,BCA,8.7,92,14,79,82,4,Yes,0,Yes
1251,Ishaan,18,Male,Delhi,B.Tech,6.9,82,14,65,59,4,No,0,No
1252,Shaurya,21,Male,Mumbai,B.Tech,7.6,80,15,71,71,4,Yes,0,Yes
1253,Aadhya,21,Female,Hyderabad,B.Tech,6.3,84,10,71,64,3,Yes,0,Yes
1254,Kabir,18,Male,Pune,B.Sc,3.7,68,6,40,40,3,No,4,No
1255,Dhruv,20,Male,Delhi,B.Tech,6.3,80,11,62,61,3,Yes,0,Yes
1256,Tara,23,Female,Hyderabad,MCA,8.1,91,16,75,65,4,Yes,0,Yes
1257,Ananya,21,Female,Solan,B.Sc,4.7,79,8,47,40,1,No,2,No
1258,Anushka,22,Female,Delhi,B.Sc,7.6,90,15,74,71,4,No,0,Yes
1259,Sanya,19,Female,Bangalore,B.Tech,3.9,68,6,45,40,2,No,1,No
1260,Reyansh,22,Male,Pune,BCA,6.5,84,10,64,57,4,No,1,No
1261,Isha,22,Female,Jaipur,BCA,7.3,85,16,66,71,4,No,0,Yes
1262,Isha,21,Female,Noida,B.Tech,6.0,84,9,63,55,2,No,1,No
1263,Rahul,24,Male,Ahmedabad,MCA,10.0,99,17,85,84,4,No,0,No
1264,Arjun,19,Male,Chandigarh,B.Sc,5.8,76,12,56,57,2,Yes,0,No
1265,Simran,19,Female,Gurugram,B.Tech,5.6,80,9,59,53,3,No,2,No
1266,Diya,22,Female,Gurugram,MCA,6.8,86,11,72,64,4,Yes,2,No
1267,Neha,21,Female,Chandigarh,B.Tech,5.4,78,9,60,56,3,No,0,No
1268,Isha,21,Female,Chennai,BCA,4.3,80,5,56,46,4,No,2,No
1269,Vivaan,22,Male,Delhi,BCA,4.9,76,11,63,56,3,No,0,No
1270,Vivaan,21,Male,Ahmedabad,B.Tech,7.6,86,14,74,73,3,No,0,Yes
1271,Tara,20,Female,Chandigarh,B.Sc,6.0,78,10,57,56,2,No,0,No
1272,Diya,20,Female,Solan,B.Sc,9.1,92,14,80,83,3,No,0,No
1273,Tara,19,Female,Bangalore,B.Sc,5.8,71,8,54,52,2,No,3,No
1274,Neha,21,Female,Chandigarh,B.Tech,7.6,86,11,72,68,3,No,0,No
1275,Rohan,20,Male,Shimla,B.Tech,7.3,89,13,70,67,3,No,1,No
1276,Aarav,22,Male,Solan,B.Tech,5.8,76,11,56,45,2,No,3,No
1277,Riya,21,Female,Solan,M.Tech,5.2,73,10,59,54,2,No,1,No
1278,Riya,22,Female,Kolkata,B.Tech,3.9,77,8,54,45,4,Yes,3,Yes
1279,Meera,18,Female,Jaipur,BCA,7.3,89,14,73,70,4,Yes,0,Yes
1280,Isha,25,Female,Delhi,MCA,8.3,85,17,71,69,4,No,0,Yes
1281,Aadhya,20,Female,Mumbai,B.Sc,4.1,80,9,53,50,3,No,1,No
1282,Aditya,24,Male,Ahmedabad,MCA,5.9,82,12,60,56,2,No,0,Yes
1283,Arjun,21,Male,Solan,M.Tech,5.5,82,10,65,61,2,Yes,0,Yes
1284,Ishaan,21,Male,Ahmedabad,BCA,7.3,83,14,65,63,4,No,1,No
1285,Meera,21,Female,Chandigarh,B.Tech,6.0,85,10,67,63,3,Yes,0,Yes
1286,Vansh,20,Male,Pune,B.Tech,8.5,89,15,81,74,4,Yes,0,Yes
1287,Krishna,19,Male,Gurugram,B.Tech,5.9,80,13,65,53,2,No,4,No
1288,Sanya,19,Female,Chennai,BCA,4.6,78,7,55,48,2,No,1,No
1289,Aarav,18,Male,Bangalore,B.Tech,5.8,79,9,59,56,2,No,0,No
1290,Isha,20,Female,Mumbai,B.Sc,6.0,76,10,70,63,2,No,0,No
1291,Aarav,21,Male,Jaipur,B.Tech,7.3,86,12,67,65,5,No,0,No
1292,Arjun,22,Male,Solan,B.Tech,5.9,80,10,64,58,4,Yes,2,No
1293,Sanya,22,Female,Bangalore,B.Sc,7.2,83,13,69,69,4,No,0,No
1294,Vansh,18,Male,Jaipur,B.Tech,5.3,82,10,61,61,2,Yes,0,Yes
1295,Reyansh,18,Male,Noida,B.Sc,6.1,89,12,67,69,2,No,0,No
1296,Ananya,21,Female,Bangalore,M.Tech,5.3,76,13,53,54,2,Yes,3,Yes
1297,Meera,20,Female,Hyderabad,B.Sc,5.2,79,9,52,43,3,No,1,No
1298,Reyansh,22,Male,Chandigarh,B.Tech,8.4,88,15,72,76,5,Yes,0,Yes
1299,Riya,23,Female,Noida,MCA,5.4,86,7,60,58,3,Yes,2,No
1300,Shaurya,20,Male,Pune,B.Tech,6.0,82,9,64,59,3,No,0,No
1301,Vansh,21,Male,Gurugram,B.Sc,8.1,91,14,74,76,4,Yes,0,Yes
1302,Anika,20,Female,Shimla,B.Tech,7.6,90,14,68,68,3,No,1,No
1303,Meera,20,Female,Noida,B.Tech,9.0,92,17,85,82,4,No,0,Yes
1304,Diya,24,Female,Bangalore,M.Tech,7.2,85,14,64,64,2,Yes,1,Yes
1305,Ananya,19,Female,Bangalore,BCA,5.6,84,12,64,56,2,Yes,2,No
